ortho	qx	af	elegans
OG0012905	QX1410.g2382.2	CBG23323.1	F38B7.4.1
OG0012906	QX1410.g2384.1	CBG23320.1	H12C20.2.2
OG0012907	QX1410.g2390.1	CBG23314.1	F43A11.4.1
OG0012908	QX1410.g2392.1	CBG23311.1	F35B12.1a.1
OG0012909	QX1410.g2393.1	CBG23310.1	F35B12.9.1
OG0012910	QX1410.g2394.1	CBG23309.1	F35B12.2.1
OG0012911	QX1410.g2395.1	CBG23308.1	F35B12.3.1
OG0012912	QX1410.g2396.1	CBG23307.1	F35B12.4.1
OG0012913	QX1410.g2397.1	CBG23306.1	F35B12.5a.1
OG0012914	QX1410.g2398.1	CBG23305.1	F35B12.6.1
OG0012915	QX1410.g2399.2	CBG23303.1	F35B12.7.1
OG0012916	QX1410.g2400.1	CBG23302.1	F35B12.8.1
OG0012917	QX1410.g2401.1	CBG23299b.1	F35B12.10c.1
OG0012918	QX1410.g2402.4	CBG23298b.1	T27F2.2e.1
OG0012919	QX1410.g2403.1	CBG23296.1	T27F2.3.2
OG0012920	QX1410.g2404.1	CBG23295.1	T27F2.1.1
OG0012921	QX1410.g2405.1	CBG23294.1	T27F2.4.1
OG0012922	QX1410.g2406.1	CBG23291a.1	F46F3.1a.1
OG0012923	QX1410.g2407.1	CBG23290.1	F46F3.3b.1
OG0012924	QX1410.g2408.1	CBG23289.1	F46F3.2.1
OG0012925	QX1410.g2409.1	CBG23287.1	F46F3.4a.1
OG0012926	QX1410.g2410.2	CBG23286.1	W05E10.2.1
OG0012927	QX1410.g2411.1	CBG23285.1	W05E10.1.1
OG0012928	QX1410.g2412.1	CBG23284.1	W05E10.5a.1
OG0012929	QX1410.g2413.1	CBG23282.1	W05E10.3.1
OG0012930	QX1410.g2415.1	CBG23281.1	W05E10.4b.1
OG0012931	QX1410.g2416.5	CBG23280.1	B0240.3a.1
OG0012932	QX1410.g2417.1	CBG23279.1	B0240.1.1
OG0012933	QX1410.g2418.1	CBG29121.1	B0240.4.1
OG0012934	QX1410.g2419.1	CBG23278.1	B0240.2.1
OG0012935	QX1410.g2420.1	CBG23277.1	T04F3.1a.1
OG0012936	QX1410.g2421.1	CBG23276.1	T04F3.2.1
OG0012937	QX1410.g2422.1	CBG23275.1	T04F3.3.1
OG0012938	QX1410.g2423.1	CBG23274.1	T04F3.5.1
OG0012939	QX1410.g2424.1	CBG30626.1	T04F3.4.1
OG0012940	QX1410.g2425.1	CBG23273.1	F55A11.1.1
OG0012941	QX1410.g2426.3	CBG23272.1	F55A11.2.1
OG0012942	QX1410.g2427.1	CBG23271.1	F55A11.3.1
OG0012943	QX1410.g2429.1	CBG23269.1	F55A11.5.1
OG0012944	QX1410.g2430.1	CBG30620a.1	F55A11.6c.1
OG0012945	QX1410.g2431.1	CBG23268.1	F55A11.11.1
OG0012946	QX1410.g2432.4	CBG23267a.1	F55A11.7.1
OG0012947	QX1410.g2433.1	CBG27052.1	F55A11.8a.1
OG0012948	QX1410.g2434.1	CBG23264.1	D2023.1f.1
OG0012949	QX1410.g2436.1	CBG23263a.1	D2023.3a.1
OG0012950	QX1410.g2437.1	CBG23262.1	D2023.2a.2
OG0012951	QX1410.g2439.3	CBG23260a.1	D2023.4.1
OG0012952	QX1410.g2442.1	CBG23256.1	D2023.6.1
OG0012953	QX1410.g2443.1	CBG23255.1	D2023.7.1
OG0012954	QX1410.g2445.1	CBG23253.1	R13H4.3.1
OG0012955	QX1410.g2446.1	CBG23250.1	R13H4.8.1
OG0012956	QX1410.g2448.1	CBG23248a.1	R13H4.4b.1
OG0012957	QX1410.g2449.1	CBG23246.1	R13H4.5.1
OG0012958	QX1410.g2451.1	CBG23244.1	R13H4.7b.1
OG0012959	QX1410.g2453.1	CBG23242.1	K12G11.1.1
OG0012960	QX1410.g2454.1	CBG23241.1	K12G11.2.1
OG0012961	QX1410.g2457.1	CBG23237.1	K12G11.5.1
OG0012962	QX1410.g2460.3	CBG23235b.1	F38B7.1a.1
OG0012963	QX1410.g2462.1	CBG23232a.1	C55A6.9.1
OG0012964	QX1410.g2463.1	CBG23231.1	C55A6.7.1
OG0012965	QX1410.g2465.1	CBG23229.1	C55A6.2b.1
OG0012966	QX1410.g2466.6	CBG23228.1	C55A6.10c.1
OG0012967	QX1410.g2469.1	CBG23226a.1	C55A6.12a.1
OG0012968	QX1410.g2470.2	CBG23225b.1	T11F9.12.1
OG0012969	QX1410.g2472.1	CBG30684.1	T11F9.21a.1
OG0012970	QX1410.g2474.3	CBG23222.1	T11F9.11.2
OG0012971	QX1410.g2476.1	CBG23220a.1	T11F9.18.1
OG0012972	QX1410.g2480.1	CBG23215.1	W01B6.9.1
OG0012973	QX1410.g2484.1	CBG23209.1	T11F9.4a.1
OG0012974	QX1410.g2485.1	CBG23208b.1	T11F9.2b.1
OG0012975	QX1410.g2486.1	CBG23207.1	T11F9.1b.1
OG0012976	QX1410.g2488.1	CBG23205.1	F57B7.3.1
OG0012977	QX1410.g2489.1	CBG23204.1	F57B7.4.1
OG0012978	QX1410.g2490.1	CBG23203.1	F57B7.2b.1
OG0012979	QX1410.g2491.1	CBG23202.1	C55A6.1.1
OG0012980	QX1410.g2492.3	CBG23201.1	F57B7.1a.1
OG0012981	QX1410.g2493.1	CBG27059.1	T26H10.2.1
OG0012982	QX1410.g2494.1	CBG23195.1	T26H10.1b.1
OG0012983	QX1410.g2496.1	CBG23193.1	K03B8.7.1
OG0012984	QX1410.g2497.1	CBG23192.1	K03B8.8.1
OG0012985	QX1410.g2498.1	CBG23191.1	K03B8.6.1
OG0012986	QX1410.g2500.1	CBG27060.1	K03B8.14.1
OG0012987	QX1410.g2501.1	CBG23188.1	K03B8.11.1
OG0012988	QX1410.g2505.1	CBG23184.1	F55C10.5.1
OG0012989	QX1410.g2506.2	CBG23183a.1	F55C10.1a.1
OG0012990	QX1410.g2508.1	CBG23180.1	T02E9.3a.1
OG0012991	QX1410.g2509.1	NA	R08H2.7.1, T09F5.5.1
OG0012992	QX1410.g2511.1	CBG23177.1	T02E9.1.1
OG0012993	QX1410.g2512.6	CBG23176a.1	T02E9.2a.1
OG0012994	QX1410.g2513.1	CBG23175.1	T02E9.5.2
OG0012995	QX1410.g2515.1	CBG23173.1	T02E9.6.1
OG0012996	QX1410.g2517.1	CBG23171.1	F47G9.1.1
OG0012997	QX1410.g2518.1	CBG23170.1	F47G9.4.1
OG0012998	QX1410.g2519.1	CBG23169.1	F47G9.3.1
OG0012999	QX1410.g2520.1	CBG23168.1	T03F7.7b.1
OG0013000	QX1410.g2521.1	CBG23167.1	T03F7.1.1
OG0013001	QX1410.g2522.3	CBG27061.1	Y55F3C.5.1
OG0013002	QX1410.g2525.1	CBG23162.1	T03F7.5.1
OG0013003	QX1410.g2530.1	CBG23158.1	C03E10.4.1
OG0013004	QX1410.g2531.1	CBG23156.1	C03E10.5.1
OG0013005	QX1410.g2539.1	CBG23152.1	F07B10.5.1
OG0013006	QX1410.g2540.1	CBG23150.1	F07B10.6.1
OG0013007	QX1410.g2542.1	CBG23148.1	T19B10.9.1
OG0013008	QX1410.g2543.1	CBG23147.1	T19B10.11.1
OG0013009	QX1410.g2545.1	CBG30646.1	T19B10.8.1
OG0013010	QX1410.g2546.2	CBG23145.1	T19B10.7.2
OG0013011	QX1410.g2547.1	CBG23144.1	T19B10.6.2
OG0013012	QX1410.g2548.1	CBG23143.1	T19B10.5.1
OG0013013	QX1410.g2550.2	CBG23140.1	T19B10.4a.1
OG0013014	QX1410.g2551.1	CBG23139.1	T19B10.3.2
OG0013015	QX1410.g2552.1	CBG23138.1	T19B10.2.1
OG0013016	QX1410.g2554.1	CBG23136.1	K10D6.4b.1
OG0013017	QX1410.g2555.1	CBG27064.1	K10D6.3a.1
OG0013018	QX1410.g2556.2	CBG23133c.1	K10D6.2b.2
OG0013019	QX1410.g2560.3	CBG23128.1	VK10D6R.1.1
OG0013020	QX1410.g2561.1	CBG23127.1	T19C4.6a.1
OG0013021	QX1410.g2562.1	CBG23126.1	T19C4.5a.1
OG0013022	QX1410.g2569.1	CBG23119.1	T19C4.1.1
OG0013023	QX1410.g2571.1	CBG23117.1	C06H2.7b.1
OG0013024	QX1410.g2572.1	CBG23116.1	C06H2.4.1
OG0013025	QX1410.g2573.1	CBG23115.1	C06H2.5b.1
OG0013026	QX1410.g2574.2	CBG23111.1	C06H2.3a.1
OG0013027	QX1410.g2575.3	CBG23110.1	C06H2.2.1
OG0013028	QX1410.g2576.1	CBG23109.1	C06H2.6a.2
OG0013029	QX1410.g2577.1	CBG23108.1	C06H2.1.1
OG0013030	QX1410.g2578.3	CBG23107.1	H19N07.4a.1
OG0013031	QX1410.g2579.1	CBG23106.1	H19N07.3a.1
OG0013032	QX1410.g2580.1	CBG23105.1	H19N07.2k.1
OG0013033	QX1410.g2581.1	CBG23104.1	H19N07.1a.1
OG0013034	QX1410.g2582.1	CBG23103.1	Y42A5A.5.1
OG0013035	QX1410.g2585.1	CBG23101.1	C45B11.6.1
OG0013036	QX1410.g2587.1	CBG23099.1	T04C12.33.1
OG0013037	QX1410.g2588.1	CBG23098.1	T04C12.7.1
OG0013038	QX1410.g2591.1	CBG23095.1	T04C12.11.1
OG0013039	QX1410.g2592.1	CBG23094.1	T04C12.9.1
OG0013040	QX1410.g2593.1	CBG23093.1	T04C12.3.1
OG0013041	QX1410.g2594.1	CBG23092.1	T04C12.8.1
OG0013042	QX1410.g2599.1	CBG23086a.1	Y42A5A.1.1
OG0013043	QX1410.g2600.2	CBG23085.1	Y42A5A.2a.1
OG0013044	QX1410.g2601.1	CBG23084.1	Y42A5A.3.1
OG0013045	QX1410.g2602.2	CBG23082.1	Y42A5A.4b.1
OG0013046	QX1410.g2603.1	CBG23081.1	C45B11.5.1
OG0013047	QX1410.g2604.1	CBG30524.1	C45B11.8.1
OG0013048	QX1410.g2605.1	CBG30525.1	C45B11.9.1
OG0013049	QX1410.g2606.2	CBG23079.1	C45B11.1a.1
OG0013050	QX1410.g2607.1	CBG23076b.1	C13G3.3c.1
OG0013051	QX1410.g2609.1	CBG23075.1	C13G3.2.1
OG0013052	QX1410.g2610.2	CBG23073.1	C13G3.1.1
OG0013053	QX1410.g2611.1	CBG23071.1	F53B7.4.1
OG0013054	QX1410.g2612.1	CBG23070.2	F53B7.3.1
OG0013055	QX1410.g2613.1	CBG23069.1	F53B7.7.1
OG0013056	QX1410.g2614.2	CBG23068a.1	F53B7.2a.1
OG0013057	QX1410.g2615.1	CBG23067.1	F53B7.5b.1
OG0013058	QX1410.g2616.1	CBG30622.1	F17C11.22.1
OG0013059	QX1410.g2617.1	CBG23066.1	F17C11.9a.1
OG0013060	QX1410.g2618.1	CBG23065.1	F17C11.10.1
OG0013061	QX1410.g2619.1	CBG23064.1	F17C11.8.1
OG0013062	QX1410.g2620.1	CBG23063.1	F17C11.7a.1
OG0013063	QX1410.g2621.2	CBG27067.1	F17C11.6.1
OG0013064	QX1410.g2622.1	CBG23061.1	F17C11.13b.1
OG0013065	QX1410.g2623.1	CBG23060.1	F17C11.5.1
OG0013066	QX1410.g2624.1	CBG23059.1	F17C11.4b.1
OG0013067	QX1410.g2625.1	CBG23058.1	F17C11.3.1
OG0013068	QX1410.g2626.1	CBG23057.1	F17C11.2.1
OG0013069	QX1410.g2627.2	CBG23056.2	F17C11.17.1
OG0013070	QX1410.g2630.1	CBG23053.1	F17C11.12a.1
OG0013071	QX1410.g2631.1	CBG23052.1	F58B4.5.1
OG0013072	QX1410.g2632.1	CBG09732.1	F58B4.4.1
OG0013073	QX1410.g2633.1	CBG09733.1	F58B4.3a.1
OG0013074	QX1410.g2634.1	CBG09734.1	F58B4.6.2
OG0013075	QX1410.g2635.1	CBG30527.1	F58B4.7.1
OG0013076	QX1410.g2636.1	CBG09735a.1	F58B4.1b.1
OG0013077	QX1410.g2637.1	CBG09736.1	F58B4.2.1
OG0013078	QX1410.g2638.1	CBG09737.1	F32D8.10.1
OG0013079	QX1410.g2639.1	CBG09738b.1	F32D8.15.1
OG0013080	QX1410.g2640.1	CBG09739.1	F32D8.9.1
OG0013081	QX1410.g2641.1	CBG09740.1	F32D8.7b.1
OG0013082	QX1410.g2645.1	CBG30632.1	F32D8.14a.1
OG0013083	QX1410.g2646.1	CBG09729.1	F32D8.4.1
OG0013084	QX1410.g2647.1	CBG29123.1	F32D8.12a.2
OG0013085	QX1410.g2648.1	CBG27071.1	F32D8.11.1
OG0013086	QX1410.g2649.1	CBG09727.1	F32D8.3.1
OG0013087	QX1410.g2650.1	CBG09726.1	F32D8.2.1
OG0013088	QX1410.g2652.1	CBG09724.1	F32D8.1.1
OG0013089	QX1410.g2653.1	CBG09721.1	F53H10.2a.1
OG0013090	QX1410.g2654.1	CBG09720a.1	C29A12.6b.1
OG0013091	QX1410.g2655.5	CBG09719b.1	C29A12.4k.1
OG0013092	QX1410.g2656.1	CBG09716.1	C29A12.3a.1
OG0013093	QX1410.g2657.1	CBG09715.1	C29A12.1.1
OG0013094	QX1410.g2658.1	CBG09714.1	D1054.15a.2
OG0013095	QX1410.g2659.1	CBG09713.1	D1054.14.1
OG0013096	QX1410.g2660.1	CBG09712.1	D1054.13b.1
OG0013097	QX1410.g2661.1	CBG30529.1	D1054.18a.1
OG0013098	QX1410.g2664.1	CBG27073.1	D1054.19a.1
OG0013099	QX1410.g2665.1	CBG09707.1	D1054.11.1
OG0013100	QX1410.g2666.1	CBG09706.1	D1054.10.1
OG0013101	QX1410.g2668.3	CBG09705a.1	D1054.9b.1
OG0013102	QX1410.g2669.2	CBG09704.1	D1054.8.1
OG0013103	QX1410.g2671.1	CBG09702.1	D1054.5.1
OG0013104	QX1410.g2672.1	CBG09701.1	D1054.3a.1
OG0013105	QX1410.g2673.1	CBG09700.1	D1054.2.1
OG0013106	QX1410.g2674.3	CBG09699.1	D1054.1.1
OG0013107	QX1410.g2675.1	CBG09697.1	F28H7.10a.1
OG0013108	QX1410.g2677.2	CBG09696.1	F28H7.9.1
OG0013109	QX1410.g2678.1	CBG09695.1	F28H7.8.1
OG0013110	QX1410.g2679.1	CBG09694.1	F28H7.6.1
OG0013111	QX1410.g2680.1	CBG09692.1	F28H7.7.1
OG0013112	QX1410.g2681.1	CBG09691a.1	F28H7.3.1
OG0013113	QX1410.g2682.1	CBG09690.1	F28H7.2.1
OG0013114	QX1410.g2683.1	CBG30530.1	F28H7.4.1
OG0013115	QX1410.g2684.1	CBG09689.1	ZC302.3.1
OG0013116	QX1410.g2686.1	CBG09687.1	ZC302.1.2
OG0013117	QX1410.g2687.1	CBG09680.1	T28B11.1a.2
OG0013118	QX1410.g2688.1	CBG09678.1	C05A2.1.1
OG0013119	QX1410.g2691.1	CBG09671.1	F29F11.5d.1
OG0013120	QX1410.g2692.1	CBG09670.1	F29F11.4.1
OG0013121	QX1410.g2693.1	CBG09668.1	F29F11.1.1
OG0013122	QX1410.g2694.1	CBG09667.1	F29F11.3.1
OG0013123	QX1410.g2698.2	CBG09664.1	C32C4.2c.1
OG0013124	QX1410.g2699.2	CBG09662a.1	C32C4.3c.1
OG0013125	QX1410.g2700.3	CBG09661b.1	C32C4.1h.1
OG0013126	QX1410.g2701.2	CBG09659.1	C32C4.5a.1
OG0013127	QX1410.g2703.2	CBG09656b.1	H09F14.1b.1
OG0013128	QX1410.g2704.1	CBG09655.1	H27A22.1b.1
OG0013129	QX1410.g2705.1	CBG09654.1	T21C9.12a.1
OG0013130	QX1410.g2706.1	CBG09653.1	T21C9.13.1
OG0013131	QX1410.g2707.1	CBG09652.1	T21C9.11.1
OG0013132	QX1410.g2708.1	CBG09651.1	T21C9.9.1
OG0013133	QX1410.g2709.1	CBG09650.1	T21C9.8.1
OG0013134	QX1410.g2710.1	CBG09649.1	T21C9.7.1
OG0013135	QX1410.g2712.1	CBG09648.1	T21C9.6.1
OG0013136	QX1410.g2713.1	CBG09647.1	T21C9.5a.1
OG0013137	QX1410.g2714.1	CBG09646.1	T21C9.4.1
OG0013138	QX1410.g2715.3	CBG09645a.1	T21C9.1b.1
OG0013139	QX1410.g2716.2	CBG09643.1	T21C9.2a.1
OG0013140	QX1410.g2717.1	CBG09644.1	T21C9.3b.1
OG0013141	QX1410.g2718.1	CBG09642.1	F32G8.6.1
OG0013142	QX1410.g2720.1	CBG09640.1	F32G8.5.1
OG0013143	QX1410.g2721.1	CBG09639.1	F32G8.4.1
OG0013144	QX1410.g2722.1	CBG09638.1	F32G8.3.1
OG0013145	QX1410.g2723.1	CBG09637.1	F32G8.2.1
OG0013146	QX1410.g2724.1	CBG09636.1	F32G8.1.1
OG0013147	QX1410.g2726.1	CBG09634.1	F25D1.4.1
OG0013148	QX1410.g2727.3	CBG09633.1	F25D1.1a.1
OG0013149	QX1410.g2728.1	CBG09632.1	F25D1.2.1
OG0013150	QX1410.g2729.1	CBG09631.1	F25D1.3.1
OG0013151	QX1410.g2730.2	CBG09630.1	C35A5.9.1
OG0013152	QX1410.g2731.1	CBG09629.1	C35A5.8.1
OG0013153	QX1410.g2732.1	CBG09628a.1	C35A5.7.1
OG0013154	QX1410.g2733.1	CBG09627.1	C35A5.6a.1
OG0013155	QX1410.g2734.1	CBG09626.1	C35A5.10.1
OG0013156	QX1410.g2735.1	CBG09625.1	C35A5.11a.1
OG0013157	QX1410.g2738.1	CBG09622.1	AC3.10.1
OG0013158	QX1410.g2739.1	CBG09621.1	AC3.5a.1
OG0013159	QX1410.g2743.1	CBG09618.1	F15H10.7.1
OG0013160	QX1410.g2746.1	CBG30531.1	F15H10.12.1
OG0013161	QX1410.g2750.2	CBG09611.1	F15H10.3c.1
OG0013162	QX1410.g2751.1	CBG30668.1	F15H10.4.1
OG0013163	QX1410.g2752.1	CBG09610a.1	Y32F6A.4.2
OG0013164	QX1410.g2753.1	CBG09608.1	Y32F6A.1.2
OG0013165	QX1410.g2754.1	CBG09609.1	Y32F6A.2.1
OG0013166	QX1410.g2757.1	CBG30616.1	Y32F6A.5b.1
OG0013167	QX1410.g2758.1	CBG09606.1	F22E12.1.1
OG0013168	QX1410.g2759.1	CBG09605.1	F22E12.3.1
OG0013169	QX1410.g2760.1	CBG09604.1	F22E12.2.1
OG0013170	QX1410.g2762.1	CBG09602b.1	F22E12.4a.1
OG0013171	QX1410.g2763.1	CBG09601.1	Y32F6B.3.1
OG0013172	QX1410.g2764.1	CBG09600.1	Y32F6B.1.1
OG0013173	QX1410.g2765.1	CBG09599.1	Y32F6B.2.1
OG0013174	QX1410.g2766.1	CBG09598.1	C35A5.1.1
OG0013175	QX1410.g2769.1	CBG09595.1	AC3.1a.1
OG0013176	QX1410.g2770.1	CBG09594.1	K07C5.8b.1
OG0013177	QX1410.g2771.1	CBG09593.1	K07C5.7.1
OG0013178	QX1410.g2772.1	CBG09592.1	K07C5.5.1
OG0013179	QX1410.g2774.1	CBG09591.1	K07C5.6.1
OG0013180	QX1410.g2775.3	CBG09590.1	K07C5.4.1
OG0013181	QX1410.g2776.1	CBG09589.1	K07C5.9.1
OG0013182	QX1410.g2779.2	CBG09586.1	K07C5.1.1
OG0013183	QX1410.g2780.2	CBG09585b.1	B0024.14b.1
OG0013184	QX1410.g2781.1	CBG09584.1	B0024.13.1
OG0013185	QX1410.g2782.1	CBG09583.1	B0024.12.1
OG0013186	QX1410.g2783.1	CBG27079.1	B0024.11.1
OG0013187	QX1410.g2784.1	CBG09582.1	B0024.10.1
OG0013188	QX1410.g2785.1	CBG09581.1	B0024.9a.1
OG0013189	QX1410.g2787.1	CBG09579a.1	B0024.8a.1
OG0013190	QX1410.g2788.1	CBG09578.1	B0024.4.1
OG0013191	QX1410.g2790.1	CBG09576.1	B0024.1.1
OG0013192	QX1410.g2791.1	CBG09575.1	B0024.15.1
OG0013193	QX1410.g2792.1	CBG30645.1	B0024.3.1
OG0013194	QX1410.g2793.1	CBG09574.1	Y22F5A.6.1
OG0013195	QX1410.g2796.1	CBG09569a.1	Y22F5A.3b.1
OG0013196	QX1410.g2797.1	CBG09568.1	Y22F5A.2.1
OG0013197	QX1410.g2798.1	CBG09567.1	Y22F5A.1a.1
OG0013198	QX1410.g2799.1	CBG09566.1	C12D8.11.1
OG0013199	QX1410.g2801.1	CBG09564.1	C12D8.9a.1
OG0013200	QX1410.g2802.2	CBG09563.1	C12D8.8.1
OG0013201	QX1410.g2804.1	CBG09560.1	C12D8.12.1
OG0013202	QX1410.g2806.2	CBG09556.1	C12D8.15.1
OG0013203	QX1410.g2808.1	CBG09554.1	C12D8.4.1
OG0013204	QX1410.g2809.1	CBG09553.1	C12D8.5.1
OG0013205	QX1410.g2812.1	CBG09550.1	ZK856.14a.1
OG0013206	QX1410.g2813.1	CBG09548.1	ZK856.9.1
OG0013207	QX1410.g2814.2	CBG09547.1	ZK856.13.1
OG0013208	QX1410.g2815.1	CBG27082.1	ZK856.10.1
OG0013209	QX1410.g2817.1	CBG09545.1	ZK856.11.1
OG0013210	QX1410.g2819.1	CBG09543.1	ZK856.7.1
OG0013211	QX1410.g2820.2	CBG09541.1	ZK856.6.1
OG0013212	QX1410.g2821.1	CBG09540.1	ZK856.5.1
OG0013213	QX1410.g2822.1	CBG30640.1	ZK856.18.1
OG0013214	QX1410.g2823.1	CBG09539.1	ZK856.4b.1
OG0013215	QX1410.g2824.2	CBG09538.1	ZK856.1.1
OG0013216	QX1410.g2825.1	CBG09536.1	C51E3.7a.1
OG0013217	QX1410.g2826.1	CBG09535.1	C51E3.6.1
OG0013218	QX1410.g2827.1	CBG09534a.1	C51E3.10a.1
OG0013219	QX1410.g2828.1	CBG09533.1	C51E3.5.1
OG0013220	QX1410.g2832.2	CBG09529.1	C51E3.9a.1
OG0013221	QX1410.g2833.1	CBG09528.1	C08B6.8a.1
OG0013222	QX1410.g2834.4	CBG09527.1	C08B6.7b.2
OG0013223	QX1410.g2835.1	CBG09526.1	C08B6.9.1
OG0013224	QX1410.g2836.1	CBG09525.1	C08B6.10.1
OG0013225	QX1410.g2837.1	CBG27083.1	C08B6.6.1
OG0013226	QX1410.g2838.1	CBG09523.1	C08B6.13.1
OG0013227	QX1410.g2839.1	CBG09521.1	C08B6.5.1
OG0013228	QX1410.g2841.1	CBG09519.1	C08B6.3a.1
OG0013229	QX1410.g2843.3	CBG09517.1	C44H9.5a.1
OG0013230	QX1410.g2844.1	CBG09516.1	R03G8.6.1
OG0013231	QX1410.g2845.1	CBG09515.1	T07F10.1a.1
OG0013232	QX1410.g2846.1	CBG09514.1	T07F10.6.1
OG0013233	QX1410.g2847.1	CBG09513.1	T07F10.3.1
OG0013234	QX1410.g2848.2	CBG09512.1	T07F10.4a.1
OG0013235	QX1410.g2849.2	CBG09511.1	R90.5a.1
OG0013236	QX1410.g2850.1	CBG09510.1	R90.1.1
OG0013237	QX1410.g2852.1	CBG09508.1	R90.2.1
OG0013238	QX1410.g2853.1	CBG09507.1	R90.3.1
OG0013239	QX1410.g2854.1	CBG09506.1	R90.4.1
OG0013240	QX1410.g2855.1	CBG09505.1	F54F3.1a.1
OG0013241	QX1410.g2857.2	CBG09503b.1	F54F3.4.1
OG0013242	QX1410.g2858.2	CBG09502.1	T16G1.1.1
OG0013243	QX1410.g2859.1	CBG09501.1	T16G1.2a.1
OG0013244	QX1410.g2862.1	CBG09498.1	T16G1.8.1
OG0013245	QX1410.g2863.4	CBG09497.1	T16G1.9.1
OG0013246	QX1410.g2864.3	CBG09496.1	T16G1.10a.1
OG0013247	QX1410.g2865.1	CBG09495.1	T16G1.11.1
OG0013248	QX1410.g2866.1	CBG27085.1	R186.6.1
OG0013249	QX1410.g2867.1	CBG09494.1	R186.1.1
OG0013250	QX1410.g2868.1	CBG09493.1	R186.2a.1
OG0013251	QX1410.g2869.1	CBG09492.1	R186.3.1
OG0013252	QX1410.g2870.1	CBG09491.1	R186.8.2
OG0013253	QX1410.g2871.2	CBG09490.1	R186.4.1
OG0013254	QX1410.g2872.2	CBG09489a.2	R186.7.1
OG0013255	QX1410.g2874.1	CBG09484.2	F15B9.8.1
OG0013256	QX1410.g2875.1	CBG09483.1	F15B9.9.1
OG0013257	QX1410.g2876.1	CBG09482.1	F15B9.3a.1
OG0013258	QX1410.g2877.1	CBG09481.1	F15B9.1.1
OG0013259	QX1410.g2879.1	CBG09478.1	F15B9.4.1
OG0013260	QX1410.g2880.1	CBG29112.1	F15B9.10a.1
OG0013261	QX1410.g2882.1	CBG09476.1	F15B9.5a.1
OG0013262	QX1410.g2884.1	CBG31430.1	F15B9.6.1
OG0013263	QX1410.g2889.1	CBG09452.1	W07G4.7.1
OG0013264	QX1410.g2890.1	CBG09451.1	W07G4.3.1
OG0013265	QX1410.g2891.3	CBG09450.1	W07G4.4.1
OG0013266	QX1410.g2892.1	CBG09449.1	W07G4.5.1
OG0013267	QX1410.g2893.1	CBG31009.1	W07G4.8.1
OG0013268	QX1410.g2894.1	CBG09447.1	W07G4.6b.1
OG0013269	QX1410.g2895.2	CBG09446.1	C34B4.3.1
OG0013270	QX1410.g2896.3	CBG09443.1	C34B4.2a.2
OG0013271	QX1410.g2905.1	CBG09434.1	B0365.3.1
OG0013272	QX1410.g2906.1	CBG30613.1	B0365.9.1
OG0013273	QX1410.g2907.1	CBG09433.1	B0365.5a.1
OG0013274	QX1410.g2909.1	CBG09431.1	B0365.7.1
OG0013275	QX1410.g2910.1	CBG09427b.1	T09E8.1h.1
OG0013276	QX1410.g2911.2	CBG09426b.1	T09E8.2.1
OG0013277	QX1410.g2912.1	CBG09425.1	T09E8.3.1
OG0013278	QX1410.g2915.1	CBG09423.1	F57B1.1.1
OG0013279	QX1410.g2916.1	CBG31471.1	F57B1.9a.1
OG0013280	QX1410.g2919.1	CBG09419.1	F57B1.5.1
OG0013281	QX1410.g2920.1	CBG09418.1	F57B1.6a.1
OG0013282	QX1410.g2924.2	CBG09413b.1	C34D1.1.1
OG0013283	QX1410.g2925.1	CBG09409.1	C34D1.3.1
OG0013284	QX1410.g2926.3	CBG09407b.1	C34D1.4a.1
OG0013285	QX1410.g2927.3	CBG09406b.1	C34D1.5a.1
OG0013286	QX1410.g2928.2	CBG09405b.1	F32F2.1b.1
OG0013287	QX1410.g2929.1	CBG09401a.1	T09D3.3.1
OG0013288	QX1410.g2930.1	CBG09400.1	T09D3.1.1
OG0013289	QX1410.g2931.1	CBG09399.1	T09D3.4a.1
OG0013290	QX1410.g2932.1	CBG09398.1	C35A11.2.2
OG0013291	QX1410.g2934.1	CBG09395.1	C35A11.1.1
OG0013292	QX1410.g2936.1	CBG09393.1	F08F3.4.1
OG0013293	QX1410.g2937.1	CBG30687.1	F08F3.10.1
OG0013294	QX1410.g2938.1	CBG09391.1	F08F3.3.1
OG0013295	QX1410.g2939.1	CBG09390a.1	F08F3.2a.1
OG0013296	QX1410.g2941.1	CBG09388b.1	F08F3.1.1
OG0013297	QX1410.g2942.1	CBG09387.1	ZC317.3.1
OG0013298	QX1410.g2944.1	CBG09385.1	ZC317.2.1
OG0013299	QX1410.g2945.1	CBG09384.2	T05C3.4.1
OG0013300	QX1410.g2946.1	CBG09383.1	T05C3.6a.1
OG0013301	QX1410.g2947.1	CBG09382.1	T05C3.2.1
OG0013302	QX1410.g2949.2	CBG09381.1	T05C3.5.1
OG0013303	QX1410.g2950.6	CBG09380.1	C24G6.4.1
OG0013304	QX1410.g2951.1	CBG09379.1	C24G6.6.3
OG0013305	QX1410.g2952.2	CBG09378.1	C24G6.3.1
OG0013306	QX1410.g2953.2	CBG09377.1	C24G6.2a.2
OG0013307	QX1410.g2954.1	CBG09376.1	C24G6.7.1
OG0013308	QX1410.g2955.1	CBG09375.1	C24G6.8.1
OG0013309	QX1410.g2956.1	CBG09374.1	C18C4.2.1
OG0013310	QX1410.g2957.1	CBG09373.1	C18C4.3.1
